,GSM2668066,GSM2668067,GSM2668068,GSM2668069,GSM2668070,GSM2668071,GSM2668072,GSM2668073,GSM2668074,GSM2668075,GSM2668076,GSM2668077,GSM2668078,GSM2668079,GSM2668080
ENSG00000070882,719,1274,926,1592,180,266,128,73,5,0,90,711,596,143,48
ENSG00000070886,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000070915,1,10,13,13,6,0,0,3,0,0,1,0,0,0,2
ENSG00000070950,224,182,137,212,128,263,254,223,32,112,163,387,314,105,90
ENSG00000070961,2306,2136,1411,2712,733,447,398,558,897,549,208,746,1130,175,282
ENSG00000070985,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0
ENSG00000071051,1309,1868,1324,2311,496,1107,885,533,385,117,225,411,761,340,293
ENSG00000071054,3123,3433,3123,3442,2002,2572,2128,4419,2568,1392,658,7857,1739,950,1223
ENSG00000071073,305,502,426,532,253,608,440,491,609,860,40,365,401,372,179
ENSG00000071082,2787,3234,4390,4904,3035,8590,9056,2355,10266,8398,10846,6912,11710,16514,7751
ENSG00000071127,3712,6265,5316,5684,3440,5694,3594,5215,4254,2955,846,4890,3000,1058,1118
ENSG00000071189,341,406,404,463,188,474,349,426,221,309,127,277,186,90,66
ENSG00000071203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071205,161,269,184,246,72,311,290,136,144,46,4,43,140,122,140
ENSG00000071242,30,37,66,55,16,294,130,154,236,168,6,22,23,53,44
ENSG00000071243,460,642,423,637,203,257,278,329,100,387,89,831,192,204,43
ENSG00000071246,422,496,454,759,419,104,50,39,59,2,209,573,319,42,78
ENSG00000071282,5,14,8,12,7,9,2,0,0,0,1,125,0,5,0
ENSG00000071462,223,251,272,380,150,201,271,113,319,284,348,1263,361,296,321
ENSG00000071537,880,1068,704,744,297,635,587,493,325,974,365,1011,398,183,190
ENSG00000071539,10,13,14,15,3,177,128,61,56,42,120,608,91,34,64
ENSG00000071553,302,463,415,464,258,861,940,669,1305,1259,226,613,846,220,461
ENSG00000071564,988,1002,1085,1183,419,728,735,286,311,206,632,2966,989,853,442
ENSG00000071575,565,789,726,1172,371,54,134,43,64,6,375,356,78,306,31
ENSG00000071626,1088,1732,1462,1666,566,2186,1727,1125,864,921,768,5117,2147,781,904
ENSG00000071655,557,739,587,955,168,562,672,269,473,111,123,1482,432,280,377
ENSG00000071677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071794,307,414,324,403,169,419,378,139,14,18,422,2700,332,230,115
ENSG00000071859,1294,1366,1307,1484,672,1341,936,1162,1661,1243,674,2651,872,438,901
ENSG00000071889,291,357,309,397,164,329,352,186,375,431,220,327,441,348,239
ENSG00000071894,683,1565,674,1919,252,962,854,499,971,518,1599,4091,1000,443,791
ENSG00000071909,4,5,5,15,3,0,0,0,4,0,17,3,0,0,0
ENSG00000071967,65,71,62,72,51,386,330,154,206,196,85,118,212,76,121
ENSG00000071991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000071994,958,1152,1064,1332,490,1658,1142,558,803,434,873,3464,1193,857,502
ENSG00000072041,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000072042,1210,1457,1326,1513,520,786,470,357,506,109,580,3678,679,588,434
ENSG00000072062,577,674,693,664,348,442,319,593,465,744,62,337,220,91,150
ENSG00000072071,295,665,502,487,145,155,57,14,17,13,1,37,74,176,71
ENSG00000072080,10,17,35,24,5,12,9,34,12,12,4,59,8,4,4
ENSG00000072110,2403,2467,2341,3074,1517,8988,7424,7544,4286,3357,202,3965,3257,942,1636
ENSG00000072121,257,336,444,342,174,186,252,167,36,459,41,376,256,77,136
ENSG00000072133,2,5,7,4,1,0,4,2,17,8,0,1,0,0,6
ENSG00000072134,63,43,112,93,27,62,47,95,6,0,15,63,5,5,13
ENSG00000072135,3710,5116,4315,4721,1654,2444,1979,2452,1583,1116,344,1503,894,281,812
ENSG00000072163,6,22,14,31,2,1,0,2,6,0,3,13,7,65,4
ENSG00000072182,0,0,1,0,0,4,1,5,0,0,0,5,0,0,1
ENSG00000072195,52,55,60,90,10,4,5,3,22,12,0,4,8,16,4
ENSG00000072201,1,0,0,0,0,5,0,0,0,10,13,0,14,0,2
ENSG00000072210,283,382,327,358,203,358,372,256,96,92,57,243,88,99,122
ENSG00000072274,336,424,360,443,135,1900,1906,561,305,275,955,1280,908,506,580
ENSG00000072310,210,234,279,361,119,146,381,132,59,116,17,572,587,163,159
ENSG00000072315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072364,659,732,696,669,348,454,420,666,1143,1159,215,636,476,216,131
ENSG00000072401,181,176,135,209,114,95,92,152,45,15,30,129,28,65,36
ENSG00000072415,124,135,162,116,45,109,96,114,58,170,107,722,225,48,14
ENSG00000072422,239,340,244,300,137,272,51,11,41,18,0,44,457,121,50
ENSG00000072501,4245,4039,4395,4059,2145,3301,3398,3077,547,264,703,4525,1732,423,1463
ENSG00000072506,78,154,122,139,68,247,285,100,372,329,249,273,247,190,240
ENSG00000072518,586,868,781,904,374,692,622,996,541,266,57,549,214,187,183
ENSG00000072571,21,38,8,57,12,617,476,228,56,31,234,1159,181,102,143
ENSG00000072609,1014,1247,1105,1348,298,902,802,765,298,391,123,1009,477,146,136
ENSG00000072657,1,1,5,6,1,22,3,0,0,0,0,292,38,0,2
ENSG00000072682,6,2,4,3,2,5,5,15,13,83,3,44,8,4,13
ENSG00000072694,348,353,402,314,228,203,294,208,51,58,15,121,123,15,49
ENSG00000072736,810,1149,1158,1077,532,731,766,560,477,211,388,830,383,307,270
ENSG00000072756,287,282,262,277,209,257,154,160,71,102,305,337,225,111,47
ENSG00000072778,836,1272,958,1133,483,1417,1678,897,1298,819,386,1087,2059,872,1241
ENSG00000072786,6927,8465,6374,6610,3293,3389,2964,5367,3168,1880,205,2897,2150,767,1107
ENSG00000072803,237,354,288,242,156,228,186,152,96,53,86,154,298,45,41
ENSG00000072818,1783,2480,2553,2572,1224,2676,1730,2840,3926,2809,125,1290,1477,1129,1253
ENSG00000072832,2,0,0,0,0,0,0,0,1,0,0,3,1,0,2
ENSG00000072840,17,7,8,42,3,54,30,13,15,0,0,0,42,38,42
ENSG00000072849,167,182,210,206,101,380,236,215,180,303,79,223,130,128,102
ENSG00000072858,133,401,302,261,81,24,2,7,2,6,2,49,52,34,5
ENSG00000072864,302,365,333,349,307,363,323,429,195,494,44,504,289,82,111
ENSG00000072952,70,52,36,42,70,66,71,124,82,144,4,29,16,11,18
ENSG00000072954,10,10,7,11,13,156,75,128,287,241,3,14,2,18,33
ENSG00000072958,1077,883,1260,1248,551,1691,1657,1762,2091,2204,418,2182,925,314,457
ENSG00000073008,171,99,149,148,73,263,164,117,218,54,155,662,135,23,101
ENSG00000073050,467,575,531,560,203,716,476,287,420,379,114,1322,350,218,283
ENSG00000073060,129,130,112,219,47,129,134,28,45,49,27,394,272,110,165
ENSG00000073067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073111,134,140,146,150,75,1771,1789,991,545,487,337,2498,1678,453,697
ENSG00000073146,1,7,8,2,1,1,4,1,6,7,6,0,0,0,0
ENSG00000073150,8,21,14,16,11,134,43,224,211,93,6,41,134,29,59
ENSG00000073169,176,208,188,278,85,255,275,217,324,207,93,136,202,142,190
ENSG00000073282,4,9,7,12,12,1,0,0,0,0,0,0,1,0,0
ENSG00000073331,236,478,297,322,223,886,975,1137,519,573,173,449,342,152,452
ENSG00000073350,433,652,579,493,244,110,110,30,48,21,127,225,33,104,87
ENSG00000073417,202,251,216,207,71,57,121,63,16,9,35,149,90,22,20
ENSG00000073464,29,50,41,35,38,128,41,2,15,1,38,7,1,5,61
ENSG00000073536,26,43,45,48,41,79,118,17,108,95,37,152,69,134,80
ENSG00000073578,1377,1990,1399,1659,581,1122,1418,744,653,584,478,2484,1295,584,647
ENSG00000073584,3447,3659,3043,3911,1362,1940,1955,1668,1257,434,1883,6095,3276,2446,1289
ENSG00000073598,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
ENSG00000073605,596,914,854,701,354,292,215,137,57,51,57,49,244,211,166
ENSG00000073614,1283,1547,2330,2001,906,1174,1590,1508,2177,3019,436,2291,853,394,1152
ENSG00000073670,2,2,7,6,1,15,3,13,0,2,1,0,9,4,11
ENSG00000073711,12,1,5,6,1,5,8,0,0,0,0,0,0,0,6
ENSG00000073712,31,29,46,22,9,18,35,29,245,192,16,68,12,6,9
ENSG00000073734,1,0,1,0,0,0,0,2,0,0,0,13,2,0,0
ENSG00000073737,10,6,16,6,40,49,80,43,98,254,50,17,9,17,47
ENSG00000073754,0,0,0,0,1,0,6,0,0,0,0,30,5,3,6
ENSG00000073756,276,134,130,110,65,1023,556,3669,776,885,28,454,23,90,204
ENSG00000073792,290,338,268,320,82,493,117,30,132,180,0,22,27,318,101
ENSG00000073803,54,84,65,61,17,117,126,47,146,107,105,40,58,7,45
ENSG00000073849,1110,1089,1526,1442,669,456,372,288,213,62,291,973,259,120,94
ENSG00000073861,988,1298,1372,1155,414,22,42,27,11,7,9,26,3,7,4
ENSG00000073910,562,587,351,862,359,437,472,434,65,77,213,70,97,28,126
ENSG00000073921,2087,3114,2179,2922,1174,1402,809,1402,398,1264,1227,3065,787,258,364
ENSG00000073969,347,397,346,312,356,294,349,247,136,70,67,718,172,89,51
ENSG00000074047,0,0,0,0,0,8,2,5,3,0,0,0,152,1,9
ENSG00000074054,433,669,450,509,224,421,276,360,111,159,86,308,216,75,52
ENSG00000074071,1071,1185,1111,1527,481,1780,1574,650,2234,656,2436,2359,1439,861,1215
ENSG00000074181,15,12,11,9,1,6,11,4,23,7,0,31,15,20,7
ENSG00000074201,703,1025,875,1202,522,1124,1149,512,707,363,718,2856,1648,1358,722
ENSG00000074211,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0
ENSG00000074219,3,3,3,4,3,4,0,0,0,0,0,0,0,1,0
ENSG00000074266,316,380,360,402,199,255,309,183,72,201,317,553,160,92,96
ENSG00000074276,28,10,25,1,0,1,12,11,12,27,0,4,1,6,1
ENSG00000074317,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074319,293,269,289,337,194,438,453,372,411,891,422,519,346,229,140
ENSG00000074356,1316,1637,1488,1709,645,2951,3735,2329,893,552,258,2037,1321,554,707
ENSG00000074370,1817,2999,2508,2747,1112,3678,3887,2747,2164,1106,180,1886,2296,1325,1133
ENSG00000074410,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0
ENSG00000074416,214,274,268,354,43,662,698,257,622,443,4,640,766,317,305
ENSG00000074527,30,20,6,12,17,0,0,1,0,0,1,28,0,0,1
ENSG00000074582,292,208,191,353,129,319,224,92,193,70,434,262,203,97,168
ENSG00000074590,20,37,20,18,29,0,0,1,3,0,0,8,0,0,0
ENSG00000074603,515,692,602,632,319,431,364,360,292,320,243,454,690,135,64
ENSG00000074621,109,119,90,121,88,193,176,66,108,29,53,97,297,93,99
ENSG00000074657,187,271,308,123,98,5,2,9,37,0,0,4,2,2,33
ENSG00000074660,51,64,46,77,56,111,76,51,26,10,18,409,309,48,81
ENSG00000074695,395,840,777,623,252,870,411,327,215,192,140,1245,210,129,103
ENSG00000074696,206,258,203,279,133,135,204,81,99,115,221,699,257,145,105
ENSG00000074706,364,538,571,473,219,279,241,871,143,286,11,322,23,12,129
ENSG00000074755,891,1378,1092,1153,548,645,643,800,891,934,91,647,599,183,237
ENSG00000074771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074800,3631,4565,5252,5434,2915,22722,14374,9614,27342,32057,6580,30865,24272,10057,10123
ENSG00000074803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074842,148,175,183,230,77,600,638,269,560,577,172,582,317,194,364
ENSG00000074855,165,147,178,174,77,26,41,21,8,0,25,50,91,33,25
ENSG00000074935,132,123,124,101,44,63,87,34,14,4,32,202,24,28,23
ENSG00000074964,170,213,219,258,157,16,7,29,20,0,3,1,12,0,52
ENSG00000074966,569,1309,970,853,308,29,40,23,8,0,21,44,109,57,10
ENSG00000075035,2,2,5,3,1,0,0,0,0,0,12,0,0,0,0
ENSG00000075043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075073,0,0,0,4,0,0,1,0,0,0,1,1,1,0,0
ENSG00000075089,220,256,222,287,140,217,161,99,43,30,240,316,155,252,44
ENSG00000075131,56,62,70,87,28,228,214,183,101,146,130,470,82,93,118
ENSG00000075142,102,192,141,192,93,248,335,153,298,327,110,476,265,123,126
ENSG00000075151,1143,1373,1205,1262,569,1992,1691,2009,1103,2069,426,3349,1689,474,658
ENSG00000075188,60,89,79,69,38,167,179,83,62,36,67,280,88,46,42
ENSG00000075213,4,1,17,5,1,2,0,0,0,0,8,0,5,0,0
ENSG00000075218,3,8,11,8,2,158,120,81,39,52,67,319,81,47,81
ENSG00000075223,55,85,58,41,25,27,30,18,67,0,10,0,7,2,5
ENSG00000075234,243,417,280,263,96,198,166,114,120,77,75,151,71,48,79
ENSG00000075239,146,203,234,201,120,459,449,215,406,101,268,666,474,225,202
ENSG00000075240,565,303,578,480,420,655,846,341,209,65,143,299,418,612,199
ENSG00000075275,78,116,123,87,74,16,21,5,12,0,0,0,3,2,15
ENSG00000075290,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075292,3038,3144,2569,3921,1315,2772,2747,2427,620,527,2434,3690,1418,1959,1355
ENSG00000075303,109,141,95,181,67,253,162,173,85,41,55,64,65,79,32
ENSG00000075336,231,283,223,325,106,221,225,108,80,12,181,430,167,138,109
ENSG00000075340,47,64,56,54,33,508,776,84,52,24,26,197,136,95,785
ENSG00000075388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075391,10,10,19,12,6,50,38,16,47,14,1,30,38,2,39
ENSG00000075399,160,217,215,260,80,78,71,172,94,116,16,88,111,22,82
ENSG00000075407,685,780,783,922,331,492,439,335,69,23,248,714,710,402,319
ENSG00000075413,1030,1507,1201,1574,594,1381,1077,1214,1428,902,481,1964,803,373,580
ENSG00000075415,516,872,919,871,409,1350,1503,885,1150,1729,864,2061,2050,1005,763
ENSG00000075420,150,303,234,164,142,387,422,351,315,315,19,190,218,41,100
ENSG00000075426,1128,927,978,909,505,687,991,814,302,925,27,2162,710,255,807
ENSG00000075429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000075539,559,861,714,815,364,372,431,403,99,203,272,777,632,315,144
ENSG00000075568,857,889,1054,1084,329,624,587,840,101,86,155,641,436,234,105
ENSG00000075618,14,9,19,20,6,152,178,48,128,52,131,2007,537,21,117
ENSG00000075624,24102,33005,35120,62125,12163,80709,59625,55479,220546,96036,23557,61390,15035,12776,19905
ENSG00000075643,24,3,2,1,3,40,5,5,7,3,534,9,5,1,8
ENSG00000075651,116,122,104,115,43,377,405,567,212,536,20,88,158,35,91
ENSG00000075673,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0
ENSG00000075702,19,36,42,43,10,130,128,102,111,71,32,892,100,35,100
ENSG00000075711,1357,1186,1134,1434,401,848,555,492,245,395,214,647,462,226,141
ENSG00000075785,1501,1862,1733,2205,1140,2230,2090,2296,1654,1983,594,1544,1869,856,692
ENSG00000075790,631,513,389,524,261,854,512,486,298,141,809,1827,292,236,207
ENSG00000075826,381,442,371,491,159,296,230,200,52,18,107,110,444,163,82
ENSG00000075856,1269,1169,1232,1208,714,526,630,418,417,612,243,889,833,198,290
ENSG00000075884,601,863,840,1052,372,805,1119,783,770,650,460,1796,488,811,274
ENSG00000075886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000075891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000075914,100,182,148,125,46,165,256,73,201,83,196,296,243,142,149
ENSG00000075945,131,291,161,264,87,117,123,37,63,18,828,1240,123,98,32
ENSG00000075975,346,362,365,340,159,291,300,222,90,194,162,308,263,162,75
ENSG00000076003,309,381,324,444,157,1050,1423,746,481,159,735,1991,795,428,546
ENSG00000076043,348,408,333,581,122,396,597,200,259,100,1085,1227,276,285,363
ENSG00000076053,242,275,275,334,167,440,374,805,361,905,88,630,214,322,103
ENSG00000076067,98,186,121,95,14,15,88,9,84,15,14,5,90,46,74
ENSG00000076108,2051,2942,2414,2254,1335,978,734,1440,1515,466,303,1788,1140,339,647
ENSG00000076201,359,439,341,389,162,365,443,190,128,89,68,381,213,83,144
ENSG00000076242,104,207,229,199,128,615,506,337,180,671,207,883,507,320,291
ENSG00000076248,138,182,145,211,49,491,709,299,246,73,208,1019,439,178,168
ENSG00000076258,14,26,44,46,11,40,58,20,7,0,4,0,16,6,10
ENSG00000076321,125,240,199,198,99,109,88,68,46,60,38,167,99,71,20
ENSG00000076344,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1
ENSG00000076351,23,42,36,35,28,26,40,33,6,3,5,0,15,2,19
ENSG00000076356,16,10,8,26,15,104,52,62,31,16,2,0,4,0,8
ENSG00000076382,35,69,97,73,19,667,544,378,271,328,478,1396,480,204,636
ENSG00000076513,1097,1955,1361,1574,682,1587,963,1419,475,469,160,774,763,223,183
ENSG00000076554,428,743,473,466,173,300,136,86,61,67,123,1093,88,22,28
ENSG00000076555,140,125,107,195,62,105,187,70,30,55,50,54,106,22,58
ENSG00000076604,138,151,112,176,67,36,15,18,10,62,60,314,63,70,83
ENSG00000076641,838,1472,1480,1484,626,331,827,1511,452,486,192,1093,376,473,80
ENSG00000076650,338,345,297,370,149,264,288,167,137,35,241,847,137,184,164
ENSG00000076662,1125,1723,1426,2118,1134,4671,3618,3832,10593,9022,621,1074,2375,2140,2946
ENSG00000076685,1424,2017,1550,1779,958,3667,3048,4063,1239,1355,397,1176,2246,1315,638
ENSG00000076706,2,28,8,3,2,8,0,2,2,4,23,1092,6,54,2
ENSG00000076716,4,4,7,2,3,0,3,0,0,0,184,0,1,0,0
ENSG00000076770,233,413,305,313,165,161,128,34,24,15,73,511,138,77,24
ENSG00000076826,2,2,1,3,5,0,0,0,1,4,0,1,0,3,0
ENSG00000076864,6,2,1,1,0,71,57,4,43,9,8,207,49,3,21
ENSG00000076924,867,993,981,1322,436,885,1022,644,1381,2818,289,1606,1013,465,542
ENSG00000076928,6948,10219,8191,10159,3086,3673,3591,5162,2911,2890,561,3658,2421,1067,1352
ENSG00000076944,1021,1340,1412,1197,811,2303,1960,2399,4758,2864,678,1643,1184,567,1211
ENSG00000076984,719,862,757,795,289,543,459,438,323,285,140,985,417,291,233
ENSG00000077009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077063,1,1,2,2,1,0,0,0,0,0,4,37,0,0,2
ENSG00000077080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077092,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000077097,3778,4942,4294,5380,1990,4187,4818,2900,509,464,2640,8600,4640,3304,1960
ENSG00000077147,1732,3092,1952,2443,915,929,743,550,320,191,940,1903,721,363,299
ENSG00000077150,1116,957,980,1391,634,452,303,674,335,447,110,1094,735,115,318
ENSG00000077152,13,8,7,15,4,121,112,20,34,14,130,150,50,63,57
ENSG00000077157,295,208,179,200,151,674,398,456,246,484,80,395,198,65,134
ENSG00000077232,1134,1464,1165,1404,580,339,339,312,64,31,197,1346,823,365,270
ENSG00000077235,840,1133,1162,793,397,736,441,334,656,298,275,1877,591,232,480
ENSG00000077238,1344,1381,1381,1345,839,1196,1071,2328,1446,494,389,825,280,408,406
ENSG00000077254,708,1010,865,946,340,455,413,521,183,136,320,998,611,152,191
ENSG00000077264,2,2,6,2,17,3,2,3,3,17,0,1,1,2,0
ENSG00000077274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000077279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000077312,272,312,499,541,201,694,754,224,1403,1322,485,1853,981,430,566
ENSG00000077327,1,2,1,0,0,6,7,3,1,20,0,96,1,5,1
ENSG00000077348,35,45,59,77,23,98,115,27,126,64,100,361,78,105,68
ENSG00000077380,1443,1399,1540,1805,619,2043,1529,1058,3239,834,342,3377,1015,705,501
ENSG00000077420,3221,3755,3247,3742,1754,2501,2340,2962,1693,1131,182,567,1360,528,564
ENSG00000077454,1000,1224,1182,1798,551,1657,1343,1502,2903,1846,352,1040,858,590,789
ENSG00000077458,693,662,626,717,490,422,248,402,32,145,99,778,392,119,25
ENSG00000077463,85,109,96,99,54,138,180,126,170,224,39,150,85,65,63
ENSG00000077498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077514,277,288,246,327,173,429,338,242,211,135,173,604,216,84,122
ENSG00000077522,1,1,0,0,0,0,0,0,0,0,3,14,1,1,1
ENSG00000077549,1951,3200,2711,3835,1028,3069,2826,2788,5455,5039,1282,3076,1886,851,1328
ENSG00000077585,46,39,30,43,75,12,14,6,14,0,8,27,36,3,3
ENSG00000077616,1,0,0,4,1,0,0,0,0,0,0,0,0,0,4
ENSG00000077684,803,1044,1128,1055,415,1132,1043,945,555,407,312,1241,515,324,385
ENSG00000077713,66,174,90,154,31,47,42,11,7,1,1,23,43,10,14
ENSG00000077721,282,411,287,410,178,425,408,347,284,174,308,454,345,262,152
ENSG00000077782,143,17,57,39,37,147,410,57,199,55,2,68,135,37,40
ENSG00000077800,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0
ENSG00000077935,4,7,10,10,1,64,100,5,2,0,12,704,68,1,467
ENSG00000077942,3,2,2,4,0,2,2,5,0,4,1,5,2,1,77
ENSG00000077943,0,0,2,3,1,0,2,1,1,0,0,1,4,0,1
ENSG00000077984,241,519,442,417,178,3107,3546,747,4789,4582,53,332,643,236,2169
ENSG00000078018,3,22,14,4,6,0,0,0,0,0,0,0,3,0,10
ENSG00000078043,143,217,204,247,87,176,87,54,61,120,127,465,164,80,120
ENSG00000078053,1,1,7,3,1,0,0,0,0,4,1,0,1,0,3
ENSG00000078061,397,561,590,748,245,501,599,474,820,800,230,499,343,223,344
ENSG00000078070,229,246,197,328,154,272,398,132,219,72,320,739,500,293,250
ENSG00000078081,6,13,11,8,6,10,2,1,0,0,0,3,0,0,3
ENSG00000078098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000078114,0,1,1,10,1,1,19,104,23,21,3,0,10,2,46
ENSG00000078124,239,304,407,391,142,184,206,227,740,472,80,466,265,80,76
ENSG00000078140,902,702,890,748,373,1015,728,623,441,430,613,1611,507,317,268
ENSG00000078142,596,413,510,633,340,340,651,459,185,292,339,926,545,287,222
ENSG00000078177,149,345,263,364,126,147,156,134,21,23,87,243,291,237,53
ENSG00000078237,55,69,137,123,63,21,39,67,10,75,13,22,8,46,6
ENSG00000078246,86,69,87,52,24,33,37,13,10,34,9,48,14,23,3
ENSG00000078269,104,174,146,200,73,342,183,315,187,922,73,759,460,170,77
ENSG00000078295,0,0,3,7,0,0,1,0,3,0,0,2,0,1,0
ENSG00000078304,3811,4150,3469,4530,1445,1154,1389,1331,882,1066,1255,3347,793,753,545
ENSG00000078319,10,33,21,32,19,40,44,10,31,50,43,56,43,52,39
ENSG00000078328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000078369,3800,3480,3468,3381,2263,4016,3553,3141,2458,2415,1285,6869,4657,1845,1306
ENSG00000078399,10,14,4,17,5,358,206,64,90,25,5,297,862,4,110
ENSG00000078401,30,28,24,40,20,3,4,17,5,2,8,28,3,2,0
ENSG00000078403,288,488,323,391,160,608,385,344,316,150,135,414,287,168,90
ENSG00000078487,139,170,141,219,91,183,146,96,266,202,38,60,91,87,126
ENSG00000078549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078579,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ENSG00000078589,138,156,125,178,81,15,23,8,2,2,1,15,12,10,7
ENSG00000078596,223,230,186,364,134,450,359,61,109,45,669,362,413,1738,108
ENSG00000078618,2895,3013,2653,3038,1648,2743,1861,2514,1537,456,1146,5082,2090,773,1012
ENSG00000078668,793,1259,1130,1639,496,1039,1427,665,1145,489,1231,2154,1266,1168,694
ENSG00000078674,4071,3240,3133,3986,1611,1723,1715,1442,592,572,2536,7792,1934,1585,1164
ENSG00000078687,480,671,948,723,353,292,209,222,228,174,56,262,100,121,109
ENSG00000078699,601,595,454,406,194,277,288,230,294,174,43,292,146,73,72
ENSG00000078725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078747,472,683,574,759,273,294,287,296,65,86,148,876,246,116,78
ENSG00000078795,6,8,8,2,0,3,9,9,27,10,1,11,6,1,1
ENSG00000078804,27,30,29,33,14,104,162,472,169,771,13,253,89,34,62
ENSG00000078808,1300,1424,1465,1439,642,1600,1446,939,1848,1218,460,2277,1419,602,940
ENSG00000078814,39,25,27,32,5,29,41,48,83,18,2,25,43,4,19
ENSG00000078898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078900,0,1,9,1,0,7,9,15,23,49,0,2,6,2,15
ENSG00000078902,227,256,202,338,127,347,354,246,436,701,104,221,184,106,151
ENSG00000078967,53,72,54,67,49,95,94,29,67,25,70,303,51,61,49
ENSG00000079101,0,0,4,0,0,2,0,0,0,0,0,11,0,0,0
ENSG00000079102,1,0,0,0,0,1,0,0,0,0,1,424,0,0,4
ENSG00000079112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000079134,877,886,665,1042,394,636,729,402,77,71,637,1425,840,548,444
ENSG00000079150,9,8,14,7,7,53,82,14,12,16,29,45,49,34,13
ENSG00000079156,6,3,6,3,1,40,31,17,28,0,63,13,4,2,24
ENSG00000079215,4,15,15,14,7,125,84,27,19,113,7,40,63,19,76
ENSG00000079246,2579,3590,3002,3825,1413,3633,4232,4389,5720,6980,5214,7107,3421,3466,3033
ENSG00000079257,62,41,38,64,30,223,202,140,44,38,1083,197,134,107,61
ENSG00000079263,937,1190,1312,977,613,175,113,225,330,168,22,263,55,84,161
ENSG00000079277,419,654,390,607,271,637,477,578,413,567,228,1052,563,118,178
ENSG00000079308,76,321,96,181,30,489,259,35,18,28,35,230,110,48,262
ENSG00000079313,466,593,530,573,436,329,450,300,524,247,162,908,501,368,523
ENSG00000079332,720,1165,1000,1001,428,1001,870,991,477,1259,624,1440,753,374,369
ENSG00000079335,421,554,452,474,256,214,187,181,31,29,98,324,230,37,26
ENSG00000079337,32,9,10,2,1,192,121,67,32,26,5,118,221,56,130
ENSG00000079385,14,64,44,21,29,2058,1823,3001,1339,1275,62,476,57,178,335
ENSG00000079387,143,219,196,197,94,216,142,91,79,160,76,174,174,43,50
ENSG00000079393,0,0,0,0,1,8,6,14,14,154,2,11,0,1,2
ENSG00000079432,711,941,901,1120,316,413,477,500,225,539,167,1140,597,178,293
ENSG00000079435,23,54,44,20,10,47,67,46,58,28,8,68,12,18,43
ENSG00000079459,651,858,751,878,333,1786,1921,828,1564,2739,583,1902,1121,965,594
ENSG00000079462,42,42,54,76,23,60,133,27,161,79,178,1028,154,197,166
ENSG00000079482,52,48,44,71,19,80,68,46,19,9,40,42,82,7,18
ENSG00000079557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079616,593,673,616,871,332,1578,1334,690,1063,1074,871,1487,1165,763,1039
ENSG00000079689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000079691,69,58,52,98,39,55,47,5,19,2,368,1322,182,10,35
ENSG00000079739,195,237,228,259,122,730,1064,631,1005,612,36,134,409,172,322
ENSG00000079785,769,786,914,955,507,845,744,448,376,71,1191,3538,1107,1201,953
